store_id,transaction_date,store_sales_T,store_sales_T-1,Espresso,Americano,Latte,Cappuccino,Flat White,Mocha,Hot Chocolate,Matcha Latte,num_male_T-1,num_female_T-1,num_unknown_T-1,avg_age_T-1
1,2023-08-04,67556.0,66074.0,6042.0,7378.0,7632.0,7464.0,9207.0,10108.0,9675.0,10050.0,2,5,1994,41.0
1,2023-08-05,65445.0,67556.0,6234.0,6846.0,8032.0,7768.0,9396.0,9462.0,8127.0,9580.0,6,4,1950,36.0
1,2023-08-06,66455.5,65445.0,6558.0,7714.0,8472.0,7928.0,8433.0,9357.5,8613.0,9380.0,5,6,2024,39.0
1,2023-08-07,65109.0,66455.5,5466.0,6993.0,7568.0,7904.0,9036.0,9614.0,8568.0,9960.0,3,7,1958,37.0
1,2023-08-08,69116.5,65109.0,5988.0,7413.0,8360.0,8992.0,8901.0,9547.5,9585.0,10330.0,1,5,2054,36.0
1,2023-08-09,65316.0,69116.5,5730.0,6566.0,8168.0,6960.0,8649.0,9671.0,8982.0,10590.0,7,5,1933,38.0
1,2023-08-10,66607.5,65316.0,6018.0,6860.0,7648.0,8336.0,9018.0,9642.5,9315.0,9770.0,1,3,1986,36.0
1,2023-08-11,69525.0,66607.5,6042.0,6720.0,8528.0,8672.0,9504.0,10032.0,9387.0,10640.0,5,8,2015,35.0
1,2023-08-12,70013.0,69525.0,6036.0,7868.0,8832.0,8512.0,9450.0,9975.0,8910.0,10430.0,4,4,2074,34.0
1,2023-08-13,66542.5,70013.0,5844.0,6720.0,7992.0,7264.0,9459.0,9414.5,9189.0,10660.0,3,6,1974,34.0
1,2023-08-14,67135.0,66542.5,6204.0,7028.0,8592.0,8472.0,9369.0,10241.0,8199.0,9030.0,8,5,1978,41.0
1,2023-08-15,67462.5,67135.0,6846.0,7413.0,8216.0,7680.0,8649.0,9509.5,8919.0,10230.0,5,4,2011,35.0
1,2023-08-16,67011.5,67462.5,6252.0,7532.0,7736.0,7256.0,8748.0,9281.5,9126.0,11080.0,11,7,2005,39.0
1,2023-08-17,65666.0,67011.5,5874.0,6482.0,7776.0,8408.0,9261.0,8759.0,9036.0,10070.0,6,2,1909,43.0
1,2023-08-18,65472.0,65666.0,5466.0,6671.0,8008.0,8000.0,8910.0,9291.0,8586.0,10540.0,5,3,1940,35.0
1,2023-08-19,68773.0,65472.0,5790.0,7322.0,7248.0,8808.0,9864.0,9937.0,9684.0,10120.0,4,9,2027,39.0
1,2023-08-20,64437.5,68773.0,6168.0,6972.0,7672.0,7328.0,8892.0,9452.5,8073.0,9880.0,11,9,1902,39.0
1,2023-08-21,62591.0,64437.5,6024.0,6461.0,7808.0,8104.0,8118.0,9025.0,9171.0,7880.0,13,7,1897,41.0
1,2023-08-22,62412.5,62591.0,5304.0,6482.0,7496.0,7272.0,7992.0,8825.5,8901.0,10140.0,5,4,1912,34.0
1,2023-08-23,65871.0,62412.5,5784.0,7063.0,7912.0,7728.0,8271.0,9994.0,9819.0,9300.0,6,5,1969,41.0
1,2023-08-24,65217.0,65871.0,5826.0,6811.0,8056.0,8432.0,8901.0,8189.0,9162.0,9840.0,4,4,1958,36.0
1,2023-08-25,64278.0,65217.0,5940.0,6377.0,6912.0,7928.0,9054.0,9291.0,8856.0,9920.0,6,10,1920,33.0
1,2023-08-26,66878.0,64278.0,6162.0,6188.0,8200.0,7680.0,9414.0,9785.0,9009.0,10440.0,10,6,2008,37.0
1,2023-08-27,66592.0,66878.0,6120.0,6748.0,8144.0,8320.0,9216.0,9462.0,9072.0,9510.0,7,6,1981,37.0
1,2023-08-28,64980.0,66592.0,5562.0,6650.0,7296.0,7784.0,9198.0,9690.0,8550.0,10250.0,7,4,1945,36.0
1,2023-08-29,67069.0,64980.0,5970.0,7042.0,7840.0,8360.0,9063.0,8816.0,9738.0,10240.0,4,7,2014,35.0
1,2023-08-30,66283.0,67069.0,5970.0,7511.0,7440.0,8360.0,8793.0,9025.0,9144.0,10040.0,4,8,1986,33.0
1,2023-08-31,69410.0,66283.0,6438.0,7595.0,8104.0,9288.0,8559.0,10203.0,8973.0,10250.0,5,6,2072,37.0
1,2023-09-01,68275.0,69410.0,6720.0,7518.0,7976.0,7968.0,8694.0,9956.0,8973.0,10470.0,7,4,2037,36.0
1,2023-09-02,66581.5,68275.0,6366.0,6608.0,7848.0,7592.0,9243.0,9015.5,10359.0,9550.0,6,10,2002,43.0
1,2023-09-03,70020.5,66581.5,6216.0,7826.0,8280.0,7960.0,9486.0,10326.5,9306.0,10620.0,9,6,2069,39.0
1,2023-09-04,66717.5,70020.5,6162.0,6979.0,7664.0,7952.0,9720.0,8958.5,8442.0,10840.0,8,5,2006,33.0
1,2023-09-05,69209.0,66717.5,5976.0,6804.0,8776.0,8216.0,9396.0,10089.0,9882.0,10070.0,5,8,2072,39.0
1,2023-09-06,64891.0,69209.0,5886.0,6881.0,7392.0,7568.0,8838.0,9405.0,9171.0,9750.0,5,5,1931,34.0
1,2023-09-07,68161.0,64891.0,6096.0,7049.0,8528.0,8688.0,8757.0,9443.0,8730.0,10870.0,8,11,1994,36.0
1,2023-09-08,67299.5,68161.0,5946.0,7049.0,8152.0,7688.0,9945.0,9737.5,9432.0,9350.0,4,6,1977,39.0
1,2023-09-09,66747.5,67299.5,5598.0,7259.0,7896.0,8160.0,9450.0,8939.5,9495.0,9950.0,8,7,1966,39.0
1,2023-09-10,65429.0,66747.5,6366.0,7133.0,7320.0,8552.0,8793.0,9462.0,8343.0,9460.0,9,9,1971,40.0
1,2023-09-11,68049.5,65429.0,6498.0,7182.0,8240.0,8056.0,9513.0,9300.5,8910.0,10350.0,6,6,2045,34.0
1,2023-09-12,66442.5,68049.5,6114.0,7021.0,8352.0,8616.0,8640.0,9224.5,8595.0,9880.0,10,4,1986,37.0
1,2023-09-13,65064.5,66442.5,5706.0,7084.0,7856.0,7720.0,8100.0,8920.5,9378.0,10300.0,3,7,1948,39.0
1,2023-09-14,70883.5,65064.5,6186.0,7812.0,8416.0,8520.0,9900.0,10459.5,9450.0,10140.0,17,13,2035,34.0
1,2023-09-15,67045.5,70883.5,5478.0,6951.0,8016.0,8256.0,8154.0,10326.5,9234.0,10630.0,7,8,2001,40.0
1,2023-09-16,63693.5,67045.5,5784.0,6601.0,7888.0,8272.0,8676.0,8464.5,8568.0,9440.0,12,6,1905,36.0
1,2023-09-17,65312.0,63693.5,6072.0,6748.0,8112.0,7728.0,8199.0,9006.0,8577.0,10870.0,6,14,1971,39.0
1,2023-09-18,67175.5,65312.0,6096.0,6797.0,7792.0,7992.0,8991.0,9528.5,9459.0,10520.0,9,9,1982,43.0
1,2023-09-19,68175.5,67175.5,5910.0,7721.0,8120.0,8512.0,8901.0,9775.5,9216.0,10020.0,7,11,2017,32.0
1,2023-09-20,67330.5,68175.5,6120.0,7014.0,8400.0,8152.0,9531.0,9053.5,9540.0,9520.0,9,9,1983,36.0
1,2023-09-21,65506.0,67330.5,6486.0,6720.0,7496.0,8168.0,9081.0,9690.0,8415.0,9450.0,15,8,1981,40.0
1,2023-09-22,65192.0,65506.0,6252.0,6986.0,8040.0,7800.0,9135.0,8531.0,9198.0,9250.0,4,12,1966,35.0
1,2023-09-23,66154.0,65192.0,5784.0,6349.0,8552.0,7856.0,8874.0,9785.0,9234.0,9720.0,11,10,1964,40.0
1,2023-09-24,67940.5,66154.0,6072.0,7105.0,8560.0,8264.0,8622.0,10155.5,9972.0,9190.0,7,10,2037,35.0
1,2023-09-25,68707.0,67940.5,6840.0,7567.0,8416.0,7504.0,9207.0,9918.0,9045.0,10210.0,8,11,2064,40.0
1,2023-09-26,66413.0,68707.0,5718.0,6748.0,8392.0,7912.0,9000.0,9538.0,8505.0,10600.0,11,14,2014,34.0
1,2023-09-27,68638.0,66413.0,6492.0,7035.0,7888.0,8240.0,9693.0,9823.0,9117.0,10350.0,9,13,2018,38.0
1,2023-09-28,68742.0,68638.0,6498.0,7035.0,8408.0,8296.0,9684.0,9956.0,8775.0,10090.0,13,10,2027,39.0
1,2023-09-29,65249.0,68742.0,5922.0,7042.0,7976.0,7176.0,8802.0,9253.0,9378.0,9700.0,10,9,1959,37.0
1,2023-09-30,66495.5,65249.0,6000.0,7315.0,8272.0,7656.0,8676.0,9851.5,8775.0,9950.0,8,17,2004,32.0
1,2023-10-01,66985.0,66495.5,6036.0,6846.0,8048.0,7816.0,9009.0,9671.0,9639.0,9920.0,15,8,1989,39.0
1,2023-10-02,67016.0,66985.0,6018.0,7070.0,7552.0,8096.0,9198.0,9481.0,8991.0,10610.0,16,15,1959,34.0
1,2023-10-03,65298.5,67016.0,6444.0,7014.0,7496.0,7880.0,8442.0,8996.5,8406.0,10620.0,14,13,1939,40.0
1,2023-10-04,65677.5,65298.5,5790.0,6384.0,7984.0,7576.0,9684.0,9338.5,8991.0,9930.0,9,12,1932,42.0
1,2023-10-05,66017.5,65677.5,5658.0,6783.0,8128.0,7760.0,8613.0,8977.5,9198.0,10900.0,8,5,1979,39.0
1,2023-10-06,66285.0,66017.5,6186.0,7119.0,8168.0,7384.0,8748.0,9063.0,9207.0,10410.0,10,15,1974,31.0
1,2023-10-07,65393.5,66285.0,6450.0,6734.0,7976.0,8128.0,9054.0,9281.5,8010.0,9760.0,14,12,1986,42.0
1,2023-10-08,65194.0,65393.5,5952.0,6657.0,8080.0,8040.0,8721.0,9671.0,8883.0,9190.0,16,10,1975,34.0
1,2023-10-09,69302.0,65194.0,6048.0,7350.0,8080.0,7888.0,9621.0,10640.0,9585.0,10090.0,12,13,2057,41.0
1,2023-10-10,62822.0,69302.0,5640.0,6832.0,8080.0,7184.0,8253.0,9120.0,8523.0,9190.0,16,11,1893,39.0
1,2023-10-11,66203.5,62822.0,5808.0,6622.0,7768.0,8632.0,9405.0,9490.5,9018.0,9460.0,18,14,1954,39.0
1,2023-10-12,67121.5,66203.5,6270.0,7042.0,8160.0,7944.0,8946.0,9908.5,9261.0,9590.0,17,18,2006,39.0
1,2023-10-13,65128.0,67121.5,5796.0,6517.0,7960.0,7944.0,8028.0,10108.0,8595.0,10180.0,15,17,1948,36.0
1,2023-10-14,65685.5,65128.0,6348.0,6881.0,8056.0,7552.0,10152.0,8806.5,8460.0,9430.0,13,12,1931,34.0
1,2023-10-15,63328.0,65685.5,5580.0,6923.0,7200.0,7480.0,8514.0,9329.0,8802.0,9500.0,9,10,1894,32.0
1,2023-10-16,66515.5,63328.0,5838.0,6776.0,7736.0,7824.0,9522.0,9718.5,8181.0,10920.0,19,10,1948,37.0
1,2023-10-17,65398.0,66515.5,6096.0,6601.0,8304.0,8080.0,9171.0,9538.0,8388.0,9220.0,15,16,1968,37.0
1,2023-10-18,66231.5,65398.0,6060.0,6615.0,8408.0,8352.0,8433.0,9376.5,8847.0,10140.0,12,21,1953,36.0
1,2023-10-19,67369.5,66231.5,6192.0,7574.0,8216.0,7992.0,8370.0,9338.5,9387.0,10300.0,10,15,2009,35.0
1,2023-10-20,64810.0,67369.5,5340.0,6923.0,7288.0,8040.0,9045.0,9500.0,8154.0,10520.0,22,12,1901,38.0
1,2023-10-21,66478.0,64810.0,5484.0,7238.0,8472.0,7576.0,9657.0,9405.0,9306.0,9340.0,16,10,1953,35.0
1,2023-10-22,69982.5,66478.0,6054.0,7007.0,8888.0,8448.0,9432.0,10573.5,8550.0,11030.0,15,10,2063,39.0
1,2023-10-23,63278.0,69982.5,5946.0,6517.0,7424.0,8224.0,8487.0,8949.0,8271.0,9460.0,14,12,1897,41.0
1,2023-10-24,64728.0,63278.0,6300.0,6664.0,7928.0,7536.0,8820.0,9082.0,9378.0,9020.0,18,16,1922,40.0
1,2023-10-25,65703.0,64728.0,6210.0,6825.0,8096.0,7696.0,8775.0,8512.0,9459.0,10130.0,19,14,1922,37.0
1,2023-10-26,63928.5,65703.0,6096.0,6629.0,7328.0,7784.0,8928.0,9642.5,8001.0,9520.0,15,10,1961,36.0
1,2023-10-27,66642.5,63928.5,5958.0,7056.0,8104.0,8016.0,9414.0,9775.5,8739.0,9580.0,16,19,1957,40.0
1,2023-10-28,68028.5,66642.5,5568.0,7448.0,7832.0,8144.0,9360.0,9908.5,8838.0,10930.0,14,18,1958,39.0
1,2023-10-29,68445.0,68028.5,6264.0,7525.0,8032.0,8048.0,10017.0,9766.0,8973.0,9820.0,18,16,1988,38.0
1,2023-10-30,64018.0,68445.0,5826.0,6545.0,7736.0,7888.0,8163.0,9405.0,8685.0,9770.0,14,22,1871,38.0
1,2023-10-31,66706.0,64018.0,5604.0,7420.0,8016.0,8344.0,8325.0,9652.0,9135.0,10210.0,21,11,1953,35.0
1,2023-11-01,68091.5,66706.0,5856.0,7483.0,8544.0,8296.0,9675.0,8559.5,9468.0,10210.0,26,10,1982,36.0
1,2023-11-02,65014.0,68091.5,5358.0,7077.0,8160.0,7120.0,9153.0,9272.0,9144.0,9730.0,16,15,1918,35.0
1,2023-11-03,66262.0,65014.0,6216.0,6671.0,7944.0,8240.0,8559.0,9728.0,8964.0,9940.0,21,22,1970,38.0
1,2023-11-04,66228.5,66262.0,5574.0,6881.0,8008.0,8224.0,8667.0,9167.5,9207.0,10500.0,15,21,1936,40.0
1,2023-11-05,68830.0,66228.5,5886.0,7049.0,8176.0,8368.0,9504.0,9671.0,9486.0,10690.0,16,15,2001,37.0
1,2023-11-06,68249.0,68830.0,6468.0,7224.0,7784.0,8112.0,8721.0,10108.0,9072.0,10760.0,24,16,1939,35.0
1,2023-11-07,67072.5,68249.0,5706.0,7196.0,7600.0,7808.0,9639.0,9509.5,9144.0,10470.0,22,26,1937,34.0
1,2023-11-08,66326.0,67072.5,5868.0,6636.0,7568.0,7840.0,9342.0,9975.0,9297.0,9800.0,21,16,1934,36.0
1,2023-11-09,68783.0,66326.0,6366.0,6923.0,8008.0,8288.0,9108.0,9956.0,9774.0,10360.0,20,25,2016,36.0
1,2023-11-10,65337.0,68783.0,5730.0,6419.0,8224.0,8504.0,8775.0,9595.0,8370.0,9720.0,24,19,1947,35.0
1,2023-11-11,66523.5,65337.0,6120.0,7133.0,8264.0,7520.0,9171.0,9357.5,8748.0,10210.0,20,20,1963,38.0
1,2023-11-12,63005.0,66523.5,5724.0,6496.0,7480.0,7696.0,8640.0,9443.0,7956.0,9570.0,15,18,1875,39.0
1,2023-11-13,66680.0,63005.0,6222.0,7063.0,8064.0,8208.0,8757.0,10070.0,8496.0,9800.0,36,26,1932,38.0
1,2023-11-14,65990.0,66680.0,6210.0,6804.0,7872.0,8072.0,9333.0,9196.0,8883.0,9620.0,20,24,1966,38.0
1,2023-11-15,66766.5,65990.0,6018.0,7308.0,8416.0,6808.0,9360.0,9262.5,9324.0,10270.0,25,22,1936,38.0
1,2023-11-16,66632.5,66766.5,5850.0,6734.0,8216.0,7656.0,9522.0,9338.5,9576.0,9740.0,20,25,1912,37.0
1,2023-11-17,67216.5,66632.5,6102.0,7224.0,7472.0,7864.0,9288.0,9680.5,9486.0,10100.0,32,25,1957,36.0
1,2023-11-18,67965.5,67216.5,6258.0,7224.0,8480.0,8112.0,9180.0,9243.5,8928.0,10540.0,32,24,1954,39.0
1,2023-11-19,68960.0,67965.5,6618.0,6468.0,7888.0,8120.0,9315.0,10697.0,9504.0,10350.0,28,24,1988,36.0
1,2023-11-20,68140.5,68960.0,6414.0,6951.0,8712.0,7312.0,9693.0,9376.5,9612.0,10070.0,20,35,2031,39.0
1,2023-11-21,65584.0,68140.5,5964.0,7070.0,7480.0,7648.0,8721.0,8911.0,9810.0,9980.0,18,32,1918,37.0
1,2023-11-22,68891.5,65584.0,6462.0,6349.0,8160.0,8544.0,10044.0,9927.5,9855.0,9550.0,27,28,2023,35.0
1,2023-11-23,65922.5,68891.5,5946.0,6517.0,7984.0,7888.0,8559.0,9813.5,9405.0,9810.0,23,23,1923,37.0
1,2023-11-24,65706.0,65922.5,6030.0,6776.0,7240.0,8096.0,8415.0,9633.0,9126.0,10390.0,26,28,1924,41.0
1,2023-11-25,65946.5,65706.0,5616.0,6832.0,8152.0,7752.0,9027.0,8654.5,8973.0,10940.0,24,26,1963,36.0
1,2023-11-26,65804.0,65946.5,6078.0,7091.0,7616.0,7888.0,9540.0,9690.0,8811.0,9090.0,18,22,1940,37.0
1,2023-11-27,66178.0,65804.0,6618.0,6447.0,7720.0,7720.0,8784.0,9576.0,9513.0,9800.0,22,30,1936,38.0
1,2023-11-28,66444.5,66178.0,6006.0,7133.0,8456.0,7808.0,8325.0,9889.5,9207.0,9620.0,27,27,1941,37.0
1,2023-11-29,66180.5,66444.5,6006.0,6713.0,7952.0,8104.0,8982.0,9452.5,9351.0,9620.0,27,28,1953,36.0
1,2023-11-30,68046.5,66180.5,6090.0,7140.0,7472.0,8528.0,8325.0,10003.5,10098.0,10390.0,21,30,1960,37.0
1,2023-12-01,66924.5,68046.5,6048.0,6853.0,7664.0,8496.0,8667.0,9528.5,8838.0,10830.0,34,31,1942,38.0
1,2023-12-02,66061.5,66924.5,5850.0,6860.0,7904.0,8120.0,8739.0,9110.5,8838.0,10640.0,20,26,1961,40.0
1,2023-12-03,69837.0,66061.5,6558.0,7175.0,8360.0,8600.0,8622.0,11134.0,9018.0,10370.0,35,27,2011,35.0
1,2023-12-04,67193.0,69837.0,6042.0,6783.0,7936.0,8408.0,8667.0,9899.0,9468.0,9990.0,36,31,1920,37.0
1,2023-12-05,64627.0,67193.0,5364.0,6706.0,7944.0,7688.0,9180.0,8949.0,8496.0,10300.0,25,37,1867,37.0
1,2023-12-06,65211.0,64627.0,5574.0,6545.0,8552.0,7920.0,8046.0,9614.0,8910.0,10050.0,32,38,1913,39.0
1,2023-12-07,65567.5,65211.0,5256.0,7343.0,8080.0,7768.0,8523.0,9395.5,8802.0,10400.0,38,31,1901,36.0
1,2023-12-08,65486.0,65567.5,6210.0,7147.0,7568.0,7640.0,8568.0,9538.0,8865.0,9950.0,29,29,1919,36.0
1,2023-12-09,68027.5,65486.0,6024.0,7406.0,8208.0,8560.0,8694.0,9870.5,8865.0,10400.0,28,36,1983,35.0
1,2023-12-10,65466.5,68027.5,6144.0,7252.0,7416.0,8304.0,8541.0,8958.5,9351.0,9500.0,30,44,1896,36.0
1,2023-12-11,64700.5,65466.5,5886.0,6489.0,8088.0,7904.0,8793.0,9433.5,8667.0,9440.0,34,30,1902,38.0
1,2023-12-12,65891.0,64700.5,5940.0,7392.0,8160.0,7312.0,8910.0,9747.0,9000.0,9430.0,33,47,1894,38.0
1,2023-12-13,67518.5,65891.0,5790.0,6167.0,8096.0,8008.0,9774.0,10117.5,9126.0,10440.0,35,45,1936,37.0
1,2023-12-14,67914.0,67518.5,5826.0,6930.0,7992.0,8120.0,9936.0,9538.0,8892.0,10680.0,30,38,1995,37.0
1,2023-12-15,68383.0,67914.0,6192.0,7448.0,7784.0,8112.0,9828.0,8854.0,9495.0,10670.0,43,42,1970,35.0
1,2023-12-16,67025.0,68383.0,6132.0,6832.0,8328.0,7600.0,9234.0,10013.0,8856.0,10030.0,31,33,1953,37.0
1,2023-12-17,66103.5,67025.0,6186.0,6965.0,7832.0,7400.0,9342.0,9832.5,8676.0,9870.0,41,40,1909,36.0
1,2023-12-18,68284.0,66103.5,5790.0,7581.0,8216.0,8464.0,9018.0,9120.0,9135.0,10960.0,33,24,1965,39.0
1,2023-12-19,67088.5,68284.0,6102.0,6678.0,8352.0,8296.0,8541.0,9851.5,9108.0,10160.0,39,38,1935,39.0
1,2023-12-20,66869.5,67088.5,6300.0,7014.0,8280.0,7864.0,9135.0,9395.5,8631.0,10250.0,39,37,1944,33.0
1,2023-12-21,64972.0,66869.5,6060.0,6650.0,7824.0,7560.0,8307.0,9899.0,8892.0,9780.0,36,38,1877,37.0
1,2023-12-22,63772.0,64972.0,5964.0,6818.0,7728.0,7648.0,8748.0,8664.0,8802.0,9400.0,35,43,1890,36.0
1,2023-12-23,65402.5,63772.0,6138.0,7168.0,7448.0,8136.0,8847.0,9585.5,9180.0,8900.0,41,51,1883,37.0
1,2023-12-24,67991.5,65402.5,6396.0,7399.0,8056.0,8240.0,9297.0,9851.5,8712.0,10040.0,45,36,1949,35.0
1,2023-12-25,69707.0,67991.5,6444.0,6923.0,7992.0,8432.0,9612.0,10127.0,9387.0,10790.0,46,45,1955,36.0
1,2023-12-26,67122.0,69707.0,6426.0,7119.0,7696.0,7696.0,9297.0,9481.0,8937.0,10470.0,43,36,1937,37.0
1,2023-12-27,69448.5,67122.0,6360.0,7623.0,8704.0,8264.0,8793.0,9927.5,9567.0,10210.0,43,50,1989,34.0
1,2023-12-28,68100.0,69448.5,5790.0,7175.0,8032.0,7928.0,9432.0,9899.0,9504.0,10340.0,54,44,1957,35.0
1,2023-12-29,68026.5,68100.0,5940.0,6930.0,7760.0,8416.0,9828.0,10231.5,8991.0,9930.0,60,53,1918,38.0
1,2023-12-30,66679.0,68026.5,5586.0,7378.0,8392.0,7704.0,8271.0,9481.0,9837.0,10030.0,54,52,1904,36.0
1,2023-12-31,67117.5,66679.0,6078.0,7329.0,7944.0,7800.0,8361.0,9832.5,9873.0,9900.0,52,50,1938,37.0
1,2024-01-01,65986.0,67117.5,5604.0,7287.0,7360.0,8312.0,8514.0,9880.0,9189.0,9840.0,49,37,1921,37.0
1,2024-01-02,65113.0,65986.0,6216.0,6839.0,7840.0,8320.0,8973.0,9386.0,8559.0,8980.0,51,56,1860,36.0
1,2024-01-03,68749.5,65113.0,6150.0,7245.0,7840.0,8360.0,9423.0,10060.5,9531.0,10140.0,47,49,1944,38.0
1,2024-01-04,68755.0,68749.5,5946.0,7105.0,8136.0,8640.0,9126.0,10070.0,9162.0,10570.0,52,67,1944,38.0
1,2024-01-05,68292.0,68755.0,6222.0,7203.0,7904.0,8312.0,9828.0,9728.0,9135.0,9960.0,46,55,1942,39.0
1,2024-01-06,69148.5,68292.0,6486.0,6937.0,8136.0,8328.0,9063.0,10155.5,9333.0,10710.0,44,57,1980,37.0
1,2024-01-07,69724.5,69148.5,5634.0,7504.0,8984.0,8632.0,9333.0,10022.5,9405.0,10210.0,52,63,1937,38.0
1,2024-01-08,64323.0,69724.5,5826.0,6699.0,7696.0,7992.0,8703.0,8379.0,8928.0,10100.0,47,68,1825,35.0
1,2024-01-09,68051.5,64323.0,6342.0,7854.0,8144.0,8072.0,8523.0,9509.5,9117.0,10490.0,50,62,1918,38.0
1,2024-01-10,64732.5,68051.5,5628.0,6454.0,7640.0,8112.0,8874.0,8654.5,9000.0,10370.0,58,52,1870,36.0
1,2024-01-11,67122.0,64732.5,6360.0,6748.0,8648.0,8056.0,8640.0,9329.0,9441.0,9900.0,63,62,1871,35.0
1,2024-01-12,64985.5,67122.0,5796.0,6776.0,8640.0,7208.0,8712.0,9129.5,9054.0,9670.0,43,58,1847,36.0
1,2024-01-13,64744.0,64985.5,5766.0,6755.0,7696.0,7688.0,8685.0,8854.0,9630.0,9670.0,47,56,1856,37.0
